city,category,fit_score,status,organization,phone,email,contact,website,size_signal,event_signal,why,sources,type_raw,city_raw,md_line
Naples,preschools and daycare centers,4,,Creative World School at Naples,(239) 323-7276,unknown,unknown,https://creativeworldschool.com/schools/naples-fl-daycare-preschool-childcare/,"Licensed for up to 202 children — one of the largest single-site capacities found in any city so far. Part of the multi-site Creative World group (also Estero, Gateway, North Naples), owned by Amy and Chris O'Malley.","Runs the corporate ""CampTastic"" school-age summer, spring and winter break camp featuring themed weeks including an ""Island adventure"" week with water games and splash zones.",202-child licensed capacity plus an established school-age camp brand built around themed weeks that already include water games. Same operator as the Fort Myers Gateway campus already on this list — a multi-site conversation.,https://creativeworldschool.com/schools/naples-fl-daycare-preschool-childcare/,preschools and daycare centers,Naples,2961
Naples,preschools and daycare centers,4,,Creative World School at North Naples,(239) 445-3628,unknown,unknown,https://creativeworldschool.com/schools/northnaples/,"Sister campus to Creative World Naples under the same multi-site ownership; newer, larger-format facility",Same corporate CampTastic school-age camp program (ages up to 12) with themed weeks including water games and splash zones.,"A second bookable Creative World site in the same city with confirmed water-themed camp weeks. Pitch both Naples campuses together, and tie to the Gateway campus in Fort Myers.",https://creativeworldschool.com/schools/northnaples/,preschools and daycare centers,Naples,2974
Naples,preschools and daycare centers,4,,Montessori Academy of Naples,(239) 597-2255,info@naplesmontessori.org,unknown,https://naplesmontessori.org,"2655 Northbrooke Dr; programs from 18 months through age 12, running its own dedicated summer program open to non-students as well as current families","Hosts a public family event called ""Sunset Social,"" plus a dynamic theme-based summer program running June-July.",Confirmed public family-event programming plus an open-enrollment themed summer camp — concrete evidence they organize and pay for family gatherings. Published business email.,https://www.naplesmontessori.org/event-details-registration/sunset-social-3,preschools and daycare centers,Naples,2987
Naples,preschools and daycare centers,3,,Naples Preschool of the Arts,(239) 263-2620,unknown,unknown,https://www.naplespreschoolofthearts.com,"Single-site arts-focused preschool at 1789 Mandarin Rd with a ""Summer of the Arts"" camp for ages 4-8; smaller than the multi-site operators above","Confirmed public ""Grand Thanksgiving Performance"" family event at Cambier Park, plus an annual Summer of the Arts camp.","Small, but the arts-showcase culture shows willingness to host and publicize family gatherings, and they already stage events off-site at a city park. Pitch Classic rather than Commercial.",https://www.naplesgov.com/parksrec/page/naples-preschool-artschabad-naples-grand-thanksgiving-performance-cambier-park,preschools and daycare centers,Naples,3013
Naples,preschools and daycare centers,3,,Primrose School of North Naples,(239) 774-6767,unknown,unknown,https://www.primroseschools.com/schools/north-naples,"National accredited franchise; full age range infant through Pre-K plus a dedicated school-age ""Summer Adventure Club"" (K-5th grade)",Runs Summer Adventure Club with rotating weekly themes for school-age kids. The national program page confirms theme-based weeks; this campus's specific theme list was not independently confirmed.,"National brand with real school-age summer programming and premium-paying parents, but the themed-week content for this campus could not be verified, and franchises sometimes need corporate vendor sign-off.",https://www.primroseschools.com/schools/north-naples/classrooms/summer-adventure-club,preschools and daycare centers,Naples,3000
Naples,preschools and daycare centers,2,,The Palm Preschool,(239) 963-9948,info@palmpreschool.com,unknown,https://www.palmpreschool.com/,"Two-location operator — Naples at 13020 Livingston Rd Suite 15, plus a sister Ave Maria campus; full-day daycare with underwater-themed classrooms","No specific evidence of parties, water days, family nights or themed camp weeks was found — only general daycare program descriptions.","Real multi-site operator with a published email and plausible budget, but no verifiable event programming. The underwater classroom theme is a conversational hook, not evidence.",https://www.palmpreschool.com/,preschools and daycare centers,Naples,3026
Naples,schools and PTOs,5,,Community School of Naples (CSN),(239) 597-7575 (Summer Programs ext. 264),unknown,"Dr. Amy Moviel, Director of Summer Programs",https://www.communityschoolnaples.org/support-csn/events/fall-festival,"Independent college-prep day school, EL-12, 1,075+ students on a 77-acre campus — one of the largest and best-funded schools in the region","Dedicated annual ""Fall Festival"" with its own page in the school's Support/Events section. Separately runs summer programs open to non-CSN students, described as ""an enriching day camp that excites their curious minds through themed weeks of play, creativity, physical activities, and academics.""","1,075 students, 77 acres, a named annual festival AND a themed-week summer camp with a named director. Independent school means no district procurement — the school decides. Two separate booking occasions.",https://www.communityschoolnaples.org/support-csn/events/fall-festival,schools and PTOs,Naples,3160
Naples,schools and PTOs,5,,Sea Gate Elementary PTO,(239) 377-8300,seagatepto@gmail.com,unknown,https://www.seagatepto.com/,"Collier County public elementary, 668 students K-5, National Blue Ribbon School","PTO calendar lists Fall Family Fun Night (Nov 1, 5-7pm at school), Spring Family Fun Night, a Walkathon, and Family Movie Night.","An independently run PTO with its own website, its own email and FOUR named recurring family events including two Family Fun Nights. They control their own budget and already program exactly the format foam fits.",https://www.seagatepto.com/fallfamilyfunnight,schools and PTOs,Naples,3186
Naples,schools and PTOs,5,,Seacrest Country Day School,unknown,summer@seacrest.org,unknown,https://www.seacrest.org/,"Private Pre-K-12 independent school at 7100 Davis Blvd, Naples; camp program spans rising grades K-6","Annual ""Stingray Shuffle"" 5K family run/walk (next slated Oct 10, 2026) and an S.P.A. ""Back-to-School Bash"" family event with bounce house, games and food.","The Back-to-School Bash already books a bounce house — same budget line, same decision, and August in Naples makes the foam pitch obvious. The Stingray Shuffle is a second dated occasion. Published summer email.",https://www.seacrest.org/stingrayshuffle,schools and PTOs,Naples,3173
Naples,schools and PTOs,4,,Lake Park Elementary PTO,(239) 377-7200,unknown,unknown,https://lakeparkpto.com/,"Collier County public elementary (""Panthers"")",Annual Walk-A-Thon running since 1985 — the PTO's biggest fundraiser — plus Holiday House and Thanksgiving Feast events on the PTO calendar.,A fundraiser with a 40-year history means an organized PTO with reliable turnout and money. A foam station at the Walk-A-Thon finish is an easy sell.,https://lakeparkpto.com/walk-a-thon/,schools and PTOs,Naples,3225
Naples,schools and PTOs,4,,North Naples Middle School PTO,(239) 377-4600,nnmspto@yahoo.com,unknown,https://nnms.squarespace.com/fall,"Collier County public middle school, 16165 Learning Lane, Naples 34110","Confirmed ""Annual Fall Festival & Haunted House"" run by the PTO, with a dedicated event page.","A PTO-run annual carnival with its own event page and a published PTO email. Middle-school audience skews slightly older than ideal, but a haunted-house-scale event has the budget and attendance.",https://nnms.squarespace.com/fall,schools and PTOs,Naples,3212
Naples,schools and PTOs,4,,The Village School of Naples,(239) 593-7686 (Development Office),unknown,unknown,https://www.villageschoolnaples.org/support/special-events,Private independent school running nine special events annually per its own materials,"Confirmed recurring events including ""Trunk or Treat"" and, explicitly, ""Field Day"" — among nine annual special events.","A named Field Day is the single most direct foam occasion there is, and nine annual events means a real events budget and a Development Office that runs them. Published development phone.",https://www.villageschoolnaples.org/support/special-events,schools and PTOs,Naples,3199
Naples,schools and PTOs,3,,Naples Park Elementary School PTO,unknown,unknown,unknown,https://npe.collierschools.com/meet-the-npe-sharks/parent-teacher-organization-pto,"Collier County public elementary (""Sharks"")","PTO runs recurring family events — Math & Muffins, Parents & Pastries, Literacy/STEAM/Health & Wellness Nights — and the school hosts a district-wide ""CCPS Takeover with FC Naples"" event Oct 3, 2026.","Active PTO with regular family-night programming, but the events found are indoor, breakfast-and-literacy format rather than an outdoor carnival or field day. No direct contact found.",https://npe.collierschools.com/meet-the-npe-sharks/parent-teacher-organization-pto,schools and PTOs,Naples,3238
Naples,schools and PTOs,2,,First Baptist Academy,(239) 597-2233,unknown,"Matthew Sibert, Summer Camp Director",https://fbalions.org/,"Private Christian school, Preschool K3-12, 3000 Orange Blossom Dr, Naples 34109; summer camp 9am-3pm weekdays for ages 5-12, $140/week with a $35 daily option","Camp description: ""Children engage in daily devotions, crafts, sports, and even go off campus for a number of different activities."" No specific school festival, fun day or family night confirmed. NOTE: a ""Naples Baptist Church"" family night surfaced in search but belongs to a separate organization — do not attribute it here.","Verified camp with a named director and clear pricing, but no event evidence for the academy itself. The named camp director is the fastest route to finding out whether theme days exist.",https://www.myfbalions.com/summer-camp,schools and PTOs,Naples,3251
Naples,schools and PTOs,2,,St. Ann Catholic School,(239) 262-4110,unknown,unknown,https://www.stann.net/events,"PK-8 Catholic school operating since 1956 at 542 Eighth Ave, Naples 34102","Maintains a dedicated Events page; no specific carnival, field day or festival was named in available sources.",Long-established downtown parish school likely to run seasonal events — the Cape Coral equivalent (St. Andrew) turned out to run the city's largest four-day festival — but nothing specific was verified here. Worth checking the events page directly.,https://www.stann.net/events,schools and PTOs,Naples,3264
Naples,summer and day camps,5,,Grace Community School — Golden Gate (Naples),(239) 455-4520,unknown,unknown,https://www.gracecommunityschools.com/locations/golden-gate-naples,"5524 19th Ct SW, Naples 34116; licensed child care operating since 1986, ages 1-11, open Mon-Fri 6:30am-6pm year-round. Multi-site SWFL operator with 7+ locations across Lee and Collier.","""The camps are packed with theme weeks, parties, dress-up days, bounce houses, Water Wednesdays, karate, dance, art, and more!"" Weekly themes include Pirate Week, Hawaii Week, Carnival Week and Super Hero Week.","THE STRONGEST MULTI-CITY ACCOUNT ON THIS LIST. Grace scores 4-5 in all three cities researched so far — Fort Myers, Cape Coral and now Naples. They already run Water Wednesdays and rent bounce houses, so foam is a substitution, not a new idea. One corporate conversation could place foam at seven-plus campuses across both counties. Also serves as this city's preschool/daycare record.",https://pages.gracecommunityschools.com/summer-camp/,summer and day camps,Naples,2839
Naples,summer and day camps,4,,Golisano Children's Museum of Naples (C'mon),(239) 514-0084 (birthday parties: 239-260-1704),unknown,unknown,https://www.cmon.org/,"30,000-38,000 sq ft museum inside North Collier Regional Park; week-long camps for ages 5-11, 8:30am-5pm Mon-Fri all summer","""Week-long camps provide a concentrated dose of play-based learning... your child can learn to juggle, explore fossils, marvel at undersea creatures, go behind the scenes of a theatre, participate in sports and learn to mix color at the easel"" — explicit rotating weekly themes. Also runs a dedicated Birthday Parties program with private party rooms and weekend slots.","A new theme every week for a full summer at a major Naples institution, plus a published birthday-party business — two revenue paths. Caveat: predominantly indoor exhibit space; ask about an outdoor courtyard or the surrounding regional park before pitching.",https://www.cmon.org/birthday-parties/,summer and day camps,Naples,2865
Naples,summer and day camps,4,,Greater Naples YMCA (YMCA of Collier County — North Campus),(239) 394-9622,unknown,unknown,https://ymcacollier.org/camp.html,"Full-service campus at 5450 YMCA Rd combining an Early Learning Center with a major school-age Summer Day Camp; day camp, sports camps (ages 7-17) and theater camp (ages 4-12) running continuously since 1967","Summer Day Camp includes weekly pool/swim days plus field trips to Sun-N-Fun, Naples Zoo and the Botanical Garden — an active, outdoor-event-oriented program.","Large nonprofit with real budget and an existing weekly pool-day culture for school-age campers. They already pay for Sun-N-Fun trips, so an on-site foam day is a cheaper substitute with no bus. Also serves as this city's early-learning record.",https://ymcacollier.org/camp.html,summer and day camps,Naples,2917
Naples,summer and day camps,4,,Naples Botanical Garden,(239) 325-1356,unknown,unknown,https://www.naplesgarden.org/children-families/children-families/,"170-acre botanical garden with multiple indoor and outdoor rental spaces; camp for grades 1-6 with named tracks such as ""Wild Florida Wanderers""; also runs a weekly W.O.N.D.E.R. family program Fri-Mon","Distinct themed camp tracks plus a recurring weekly family nature program, and a dedicated Private Events page listing rentable garden venues for celebrations.","170 acres of outdoor space is an excellent physical fit, they run both camps and private event rentals, and the family program gives a recurring audience. Ask early about soap runoff near plant collections — that is the likely objection.",https://www.naplesgarden.org/private-events/,summer and day camps,Naples,2891
Naples,summer and day camps,4,,Royal Palm Academy — Summer Camp,(239) 594-9888,unknown,"Mrs. Jen Clarke, Director of Student Experience",https://www.royalpalmacademy.org/student-life/summer-camp,"16100 Livingston Rd, Naples 34110; private Catholic school Pre-K3 through Grade 8; camp runs seven full weeks each summer, limited to enrolled RPA students","""Seven weeks, with each week featuring a unique theme such as LEGO Camp, Ice Cream Social, RPA Olympics Camp... special guests including representatives from the Collier County Fire Department and animals from Hubbard Farm,"" plus an RPA Olympics with team games and a medal ceremony.","They already build event-style days into camp and already bring in outside guests and attractions — the buying behaviour is proven. RPA Olympics is the obvious slot. Named director. Enrolled-students-only means the sale is to the school, not to parents.",https://www.royalpalmacademy.org/student-life/summer-camp,summer and day camps,Naples,2852
Naples,summer and day camps,3,,City of Naples Parks & Recreation — River Park Community Center Camp,(239) 213-3037 (summer camp line 239-213-3020),riverpark@naplesgov.com; registration@naplesgov.com,unknown,https://www.naplesgov.com/parksrec/park/river-park-community-center,"301 11th Street North, Naples 34102; day camp runs June 1 – July 31, 7:30am-5:30pm, plus documented holiday break camps including a Christmas Camp","Camp description mentions ""a variety of exciting activities, including outdoor games, arts and crafts, and hands-on learning activities,"" and the city separately documents holiday break camps. No specific party or water-day evidence found.","Confirmed full-summer municipal camp with a published site email — an easy contact and a CITY-side budget (distinct from Collier County). No theme-week evidence yet, so the first call is discovery.",https://www.naplesgov.com/parksrec/page/2026-summer-camp,summer and day camps,Naples,2943
Naples,summer and day camps,3,,Collier County Parks & Recreation — Summer Camp (Camp Collier),(239) 252-4000,parksandrecreation@collier.gov,unknown,https://www.collierparks.com/camps/,County-wide program with locations across Collier County; full 9-week summer program at $600 for the full summer,"""Offers a variety of weekly themes... campers will take nature walks, play games, make arts and crafts, participate in different sports, host guests from the community, as well as take weekly swim and field trips."" Weekly swim days, themed weeks, and community guest visits.","Rotating weekly themes plus weekly swim days across multiple county sites is a real recurring cadence, and ""guests from the community"" means they already bring outside providers in. Scored 3 rather than higher because it is a county vendor process rather than a single decision-maker — see the procurement note in the parks section.",https://www.collierparks.com/camps/,summer and day camps,Naples,2878
Naples,summer and day camps,3,,Conservancy of Southwest Florida,unknown,unknown,unknown,https://conservancy.org,"Nature Center at 1495 Smith Preserve Way, Naples; a recent summer welcomed ""124 first through sixth-grade campers"" across ""eight different camp groups... over 20 days"" in four week-long sessions","""Through immersive hands-on activities, guided explorations, interactive learning sessions, and exciting off-site field trips, campers embark on a journey to discover the remarkable ecosystems of Southwest Florida,"" with named field-trip days (Naples Zoo, Rookery Bay, Tigertail Beach).",Verified multi-week camp with a real headcount and a rotating slate of special outing days — an on-site cool-down day is a plausible substitute for a paid excursion. Conservation-education focus makes soap a likely objection; lead with biodegradable solution.,https://conservancy.org/conservancys-summer-camp-encourages-young-nature-explorers/,summer and day camps,Naples,2904
Naples,summer and day camps,2,,Boys & Girls Club of Collier County (Nichols Campus),(239) 325-1700,unknown,unknown,https://bgccc.com/club/nichols-campus/,"Summer Camp June 9 – Aug 1, Mon-Fri 7:30am-6pm, ages 5-18 at the Naples (Nichols) campus; membership free, funded by scholarships and sliding-scale support, implying high enrollment volume","Weak. Only ""full-day, high-quality programming that keeps youth engaged, safe, and learning"" — no specific event, party or theme evidence found.","Real, large-scale Naples camp with long hours serving many kids, and the Lee County sister organization is already on this list — but no verified event signal. A call would likely surface themed days not published online.",https://bgccc.com/club/nichols-campus/,summer and day camps,Naples,2930
Bonita Springs,apartment and condo communities with event staff,5,,VillageWalk of Bonita Springs,(239) 319-0779 or (239) 498-7000,dgibson@kwpmc.com,"Dawn Gibson, Activities Director",https://websites.kw-ic.com/villagewalk,"Large gated HOA community with resort and lap pools; HOA office at 15291 Latitude Drive, Suite 100. CORRECTED AGE STATUS — 55places lists it as 55+, but the community's own materials and resident sources confirm it is NOT age-restricted: a mix of families and retirees, all ages welcome.","Named, full-time Activities Director running an active social calendar — aqua aerobics, bingo, holiday celebrations, bowling and hobby groups.",THE RESCUED PROSPECT OF THIS ROUND. A named Activities Director with a DIRECT EMAIL at a large all-ages community that a retirement directory had wrongly filed as 55+. Without the age-verification step this would have been discarded. Best residential contact in the city.,https://www.hoabulletinboard.com/hoa/vwbsfl/about_hoa/,apartment and condo communities with event staff,Bonita Springs,4841
Bonita Springs,apartment and condo communities with event staff,4,,Bonita National Golf & Country Club,(239) 692-8832,unknown,"Nancy Dagher, Membership & Lifestyle Director",https://www.bonitanationalgolfcc.com/,"1,459 HOMES. ALL-AGES CONFIRMED — all residents are social members of the club; 55places mislabels it as 55+, but Troon and community sources describe it as all ages.","A named full-time Membership & Lifestyle Director organizing clubs and activities across Aerobics, Community Events, Golf, Swimming and Tennis. (A separate pass reviewing this as a golf club found its published calendar adult-skewing — crafts, seminars, themed celebrations, travel.)","1,459 homes with a named Lifestyle Director whose remit explicitly includes Community Events and Swimming. Recorded here rather than under country clubs because the residential/lifestyle angle is where the evidence is strongest. Second community in this city rescued from a bad 55+ label.",https://www.troon.com/press-releases/bonita-national-golf-country-club-lifestyle-director-receives-professional-scholarships/,apartment and condo communities with event staff,Bonita Springs,4854
Bonita Springs,apartment and condo communities with event staff,4,,Pelican Landing Community Association,(239) 947-5977,unknown,Community Association office (a lifestyle director role exists per community materials; individual not verified),https://pelicanlanding.com,"Large master-planned community with a 14,900 sq ft community center; a mix of retirees, professionals and FAMILIES WITH SCHOOL-AGE CHILDREN — confirmed all-ages","Lifestyle director role; year-round activity calendar (trivia night, pasta night, concerts, clubs); private island beach club and a CHILDREN'S PARK and butterfly garden on site.","An explicit children's park plus confirmed school-age families and a 14,900 sq ft community center. This is also the residential community surrounding Pelican's Nest Golf Club (fit 2) — the association, not the golf club, is the buyer.",https://pelicanlanding.com/community-center,apartment and condo communities with event staff,Bonita Springs,4867
Bonita Springs,apartment and condo communities with event staff,3,,Hawthorne Community Association,(239) 249-7000,unknown,"Heather Keel, CAM — Community Association Manager (Cambridge Management of SWFL)",https://hawthornehoa.communitysite.com,"307 single-family homes plus 156 coach homes and condos; confirmed all-ages, a mix of families and retirees. IMPORTANT: the separate nearby sub-community ""Hawthorne Emory Oaks"" IS 55+ — do not confuse the two.","Two community rooms and two pools; ""countless social events and activities"" mentioned generically, but no named lifestyle or activities director confirmed.","All-ages, sizable, two pools and two community rooms, with a NAMED MANAGER as a contact. Weaker than the top two because the events role is a general community manager rather than a dedicated activities director.",https://hawthornehoa.communitysite.com/,apartment and condo communities with event staff,Bonita Springs,4893
Bonita Springs,apartment and condo communities with event staff,3,,The Brooks (Copperleaf / Lighthouse Bay / Pebble Pointe / Shadow Wood / Spring Run),(239) 949-3800,unknown,unknown (Commons Club membership office),https://www.thecommonsclub.com,"2,492-acre master-planned community across five gated neighborhoods; confirmed all-ages — ""a mix of families and retirees,"" with a tot lot playground","Active social calendar through the Commons Club (live entertainment, holiday parties, wine tastings, Super Bowl party); beach club and enrichment center. No single named lifestyle director for the whole master community.","Genuinely all-ages with a playground and real events infrastructure, but staffing is diffuse across the Commons Club and five sub-HOAs, which weakens actionability. Cross-referenced with the Commons Club country-club record — same organization, two angles.",https://www.lifeinbonitasprings.com/blog/the-brooks-bonita-springs-florida/,apartment and condo communities with event staff,Bonita Springs,4880
Bonita Springs,apartment and condo communities with event staff,2,,Monterra at Bonita Springs,(833) 661-6009,unknown,Leasing office,https://www.monterraatbonitasprings.com/,"Large gated apartment community with 1/2/3-bedroom units; all-ages rental community, not age-restricted","Clubhouse, pool and PLAYGROUND on site, but no confirmed events program or lifestyle staff.","The right physical amenities and an all-ages family renter base, but no verified events staff or programming. A playground in an apartment community is a genuine signal of family residents — worth a leasing-office call.",https://www.monterraatbonitasprings.com/amenities,apartment and condo communities with event staff,Bonita Springs,4906
Bonita Springs,apartment and condo communities with event staff,2,,Versol Living,(239) 999-8404 / (855) 915-2875,unknown,Leasing office,https://www.versolliving.com/,"Modern luxury apartment community, studio-3BR; all-ages rental, not age-restricted","Clubhouse ""sponsors regular events for residents"" per site copy, but no named staff or specific programming confirmed.","Generic marketing copy rather than verified programming, and a studio-heavy luxury mix suggests fewer children. Low priority.",https://www.versolliving.com/,apartment and condo communities with event staff,Bonita Springs,4919
Bonita Springs,apartment and condo communities with event staff,1,,Valencia Bonita,unknown,unknown,unknown (a full-time activities director role exists; individual not verified),unknown (GL Homes community),"997 single-family homes on 347 acres. AGE RESTRICTION: 55+ CONFIRMED (GL Homes Active Adult community) — genuinely restricted, not mislabeled.","Full-time activities director, 45,000 sq ft clubhouse, champagne Sunday brunch, Halloween Dog Costume Contest and similar.","Excellent events infrastructure aimed at the wrong audience. Recorded to close the loop — GL Homes communities elsewhere (Marina Bay in Fort Myers, Riverstone in Naples) scored 5 as all-ages, so the builder is not the signal; the age restriction is.",https://www.55places.com/florida/communities/valencia-bonita,apartment and condo communities with event staff,Bonita Springs,4932
Bonita Springs,birthday party venues,4,,Providence Equestrian Center,(941) 677-8606 (call or text),unknown,unknown,http://www.providenceequestriancenter.com/,"Full-service equestrian facility in a preserve area near I-75 exit 116; lessons, boarding, leasing, training, showing, summer camp and special events",Hosts organized children's birthday parties with pony rides and horse-related games; no published price sheet found.,"FARM AND RANCH PATTERN HOLDS FOR A FOURTH CITY. Outdoor arenas and paddocks, an established kids'-party track record, and the water access typical of an equestrian facility. They also run a summer camp — two occasions. Matches M&M Farms (Fort Myers), Saddlewood (Cape Coral) and Good Mood Ranch (Naples).",https://madbarn.com/directory/providence-equestrian-center/,birthday party venues,Bonita Springs,4960
Bonita Springs,birthday party venues,4,,The Wonder Gardens (Everglades Wonder Gardens),(239) 992-2591,unknown,unknown,https://wondergardens.org,Nonprofit zoo and botanical garden on the Imperial River; lawns plus a Victorian-themed Tea Room accommodating up to 200 guests; open daily 9am-4pm; celebrated its 90th anniversary in January 2026,The venue is available for private celebrations including birthdays and weddings; no published price tiers found — contact for package details.,"Large outdoor lawn plus a private event room and an animal/nature draw, already positioned for private birthday bookings, at a 90-year-old institution with genuine local standing. Confirm water hookup and any animal-proximity restrictions, as with Naples Zoo and Corkscrew.",https://wondergardens.org/venue/everglades-wonder-gardens/,birthday party venues,Bonita Springs,4947
Bonita Springs,birthday party venues,2,,Big City Kids,(239) 788-5519,unknown,unknown,https://www.bigcitykidsfl.com/,"Indoor family fun and play center at 12601 Trade Way Dr, Units 1 & 2, Bonita Springs 34135","Published tiered party packages — Weekday Party, Friday Night Party, Weekend Morning Party — each 2-hour blocks for up to 12 kids with a dedicated staff coordinator and place settings; $150 non-refundable deposit to book.","Genuinely well-structured party packages, and their 2-hour/12-kid format plus $150 deposit is useful local price context. But it is purely indoor with no outdoor space or water hookup — value is as a referral partner for families wanting the outdoor version.",https://www.bigcitykidsfl.com/pricing-packages,birthday party venues,Bonita Springs,4973
Bonita Springs,birthday party venues,1,,Cutie Patooties Play Cafe,unknown,unknown,unknown,https://www.cutiepatootiesplaycafe.com/,"Indoor pediatric-PT-informed play cafe at 24860 South Tamiami Trail Suite 1, geared to ages 6 months to 5 years","Hosts birthday parties via a Book Online page, but no package pricing surfaced.",Purely indoor and aimed at under-5s — both the space and the age range are wrong for foam. Recorded to close the loop.,https://www.cutiepatootiesplaycafe.com/book-online,birthday party venues,Bonita Springs,4986
Bonita Springs,breweries and food truck parks that host family events,5,,Riptide Brewing Company — Bonita Springs,(239) 949-9945,unknown,unknown,https://www.riptidebrewingcompany.com/visit-us-bonita-springs,"Second Riptide taproom (the original is in Naples), at 28120 Hunters Ridge Blvd, Unit 1-2, Bonita Springs 34135 — the former Momentum Brewhouse space. Full taproom with pinball and arcade games, beer garden and food truck partners.","Hosts food truck nights, pinball tournaments, fundraising events and live music; family- and dog-friendly per family-blog coverage. Eventbrite lists ongoing Riptide events under Bonita Springs.","RESOLVES A QUESTION CARRIED SINCE ROUND 3. Riptide did not disappear from Naples — it took over Momentum's Bonita Springs site as a second location. Confirmed operating, family- and dog-friendly, with a beer garden and an established event pattern. The Naples location needs a separate verification call.",https://craftapped.com/riptide-brewing-company-bonita-springs/,breweries and food truck parks that host family events,Bonita Springs,5276
Bonita Springs,breweries and food truck parks that host family events,5,,Rooftop at Riverside,(239) 268-0080,unknown,Chris Magnus (referenced as event and programming lead),https://www.eatdrinkparadise.com/,"BONITA SPRINGS' FIRST DEDICATED FOOD TRUCK PARK, on the Imperial River downtown. 11,000+ sq ft open courtyard, a 4,100 sq ft covered structure with deck and patio, an 800 sq ft fireside patio, a 600 SQ FT PLAYGROUND, and a cooling mist wall.","Published recurring calendar — Wooftop Wednesdays (dog-friendly happy hour), Twisted Bingo on Wednesdays, live Motown on Thursdays, and rotating food trucks. Explicitly family-friendly with the on-site playground.","BEST VENUE FIT IN THE CITY. Purpose-built outdoor food truck park with an actual playground on site, 11,000 sq ft of open courtyard, a published events calendar and a named programming contact. The mist wall shows they already think about cooling guests down in Florida heat — that is the pitch.",https://www.eatdrinkparadise.com/calendar,breweries and food truck parks that host family events,Bonita Springs,5263
Bonita Springs,breweries and food truck parks that host family events,4,,Hopsized Brewing Co.,(239) 317-2287,unknown,unknown,https://www.hopsizedbrewing.com/,"Taproom and brewpub at 9201 Cockleshell Court, Unit 13, Bonita Springs 34135; open daily afternoons into evening","Strong published recurring calendar — a monthly ""Night Market at The Springs"" on third Fridays with local craft makers and small businesses, plus Latin Night, yoga, a run club and trivia nights. Also books private events including BIRTHDAY PARTIES, rehearsal dinners, weddings and work functions.","Explicitly family-friendly with a genuinely active calendar, and they already sell private birthday bookings — the clearest commercial path in this category. Held at 4 because no dedicated outdoor lawn or beer garden was confirmed; verify the layout.",https://www.hopsizedbrewing.com/visit/,breweries and food truck parks that host family events,Bonita Springs,5289
Bonita Springs,breweries and food truck parks that host family events,1,,Momentum Brewhouse,(239) 949-9945 (now answers for Riptide at the same address),unknown,"Brian Hahn (founder, per historical listings)",unknown (no longer live),"Formerly a 5-bbl craft brewery at 28120 Hunters Ridge Blvd, Unit 1-2, Bonita Springs 34135, with a tasting room and games but no kitchen",None — business is closed.,"PERMANENTLY CLOSED, resolving a lead carried since Round 3. Its exact address is now Riptide Brewing's Bonita Springs taproom. Recorded so it is not re-researched; use the Riptide record instead.",https://www.yelp.com/biz/momentum-brewhouse-bonita-springs,breweries and food truck parks that host family events,Bonita Springs,5302
Bonita Springs,church youth programs,5,,New Life Church of Bonita Springs,(239) 992-2952,unknown,unknown,https://www.nlcbonita.com/,"Multiple staffed ministries — Kidz Life children's ministry (Pre-K-5th grade with its own Kidz Church service) and Student Life youth ministry (junior high and high school). ALSO OPERATES Bonita Springs Academy, a full preschool/childcare ministry with two outdoor playgrounds and a gymnasium.","Own event page for a ""Fall Festival,"" plus a ""Youth Lock In"" for grades 6-12.","The largest, most program-rich church footprint in the city, with a published Fall Festival and a Youth Lock In — two distinct event formats. The attached academy gives a second audience and its own outdoor space. One relationship, multiple bookings.",https://www.nlcbonita.com/event-details/fall-festival,church youth programs,Bonita Springs,4443
Bonita Springs,church youth programs,4,,First Presbyterian Church of Bonita Springs,(239) 992-3233,communications@fpcbonita.org,unknown,https://fpcbonita.org,Congregation established 1972 (PCA); runs its own Wonder Years Preschool with a dedicated VBS calendar page and a family ministries section,"Vacation Bible School confirmed on the church's own site — Alaskan-adventure theme, hands-on science experiments, games and songs, for ages 4 through current 5th graders.","A dated VBS with a theme and a clear age range, plus a published staff email — one of the few direct email contacts in this category. The attached preschool closes for summer, so VBS is the summer audience.",https://fpcbonita.org/ministries/family/vbs/,church youth programs,Bonita Springs,4456
Bonita Springs,church youth programs,3,,First United Methodist Church of Bonita Springs,(239) 992-1312,unknown,unknown,https://fumcbonita.org/,Established First UMC congregation with a listed children's and youth ministry,"No dated VBS, Trunk-or-Treat or festival page located; only a general youth group mention.","Confirmed, address-verified church with a youth ministry and a published phone. Note that Methodist congregations elsewhere in this research (Cypress Lake UMC, Cape Coral First UMC, Grace Church) all run VBS or fall festivals — likely here too, just not published where search could reach it.",https://fumcbonita.org/,church youth programs,Bonita Springs,4495
Bonita Springs,church youth programs,3,,Gospel Baptist Church (and Christian School),(239) 947-1285,Gospel@mygbcs.com,"Thomas Swett, Youth Pastor",https://mygbcs.com/,"Church operates its own K3-12 Christian school with sports programs (flag football, basketball, volleyball) at 24861 Old 41 Rd — a combined church-plus-school footprint","Published school calendar lists AWANA, a Veterans Day program and a Christmas program; no dated VBS or community festival confirmed.",A NAMED YOUTH PASTOR with a published business email is the most direct contact in this category. Church plus school plus sports means multiple occasions even though none is confirmed yet.,https://www.gospelbaptistchristianschool.com/assets/pdf/School_Calendar_25-26.pdf,church youth programs,Bonita Springs,4482
